برلين ترفض حصول شركة اميركية على رخصة تصنيع دبابة " ليوبارد " الالمانية	X VERB NOUN NOUN ADJ ADP NOUN NOUN NOUN PUNCT X PUNCT ADJ
وأضاف و أضاف أن هناك تغييراً في تفكير الإدارة الأمريكية مقارنة بما ب ما كان عليه علي ه في السابق ، لافتاً إلى موافقة الكونجرس على عقد لقاء تمهيدي مع وزير التجارة المصري العام الماضي ، وهي و هي سابقة ، لمناقشة ل مناقشة منطقة التجارة الحرة التي يتم التفاوض في شأنها شأن ها منذ عام 1997 .	_ CCONJ VERB SCONJ ADV NOUN ADP NOUN NOUN ADJ NOUN _ ADP DET VERB _ ADP PRON ADP NOUN PUNCT ADJ ADP NOUN X ADP NOUN NOUN ADJ ADP NOUN NOUN ADJ NOUN ADJ PUNCT _ CCONJ PRON ADJ PUNCT _ ADP NOUN NOUN NOUN ADJ DET VERB NOUN ADP _ NOUN PRON ADP NOUN NUM PUNCT
وكانت و كانت الإدارة الأمريكية رفضت مناقشة منطقة التجارة الحرة سابقاً بسبب ب سبب تحفظات على بعض السياسات الاقتصادية والتشريعية و التشريعية في البلاد .	_ CCONJ VERB NOUN ADJ VERB NOUN NOUN NOUN ADJ ADJ _ ADP NOUN NOUN ADP NOUN NOUN ADJ _ CCONJ ADJ ADP NOUN PUNCT
ونفى و نفى المصدر وجود مشاكل سياسية تعرقل الدخول في مفاوضات التجارة الحرة ، وقال و قال :	_ CCONJ VERB NOUN NOUN NOUN ADJ VERB NOUN ADP NOUN NOUN ADJ PUNCT _ CCONJ VERB PUNCT
" لم يتحدث أحد ( من الأمريكيين ) عن مشاكل سياسية " ، مشيرا إلى أن واشنطن تتحدث بصوت ب صوت واحد في ما يتعلق باتفاق ب اتفاق التجارة الحرة التي تأمل مصر إبرامها إبرام ها .	PUNCT PART VERB NOUN PUNCT ADP NOUN PUNCT ADP NOUN ADJ PUNCT PUNCT ADJ ADP SCONJ X VERB _ ADP NOUN NUM ADP DET VERB _ ADP NOUN NOUN ADJ DET VERB NOUN _ NOUN PRON PUNCT
وأضاف و أضاف : " لا توجد مشاكل تعرقل الدخول في مفاوضات للتجارة ل التجارة الحرة .	_ CCONJ VERB PUNCT PUNCT PART VERB NOUN NOUN NOUN ADP NOUN _ ADP NOUN ADJ PUNCT
توجد مشكلة نوعية حول طبيعة الشريك التجاري الممكن التعامل معه مع ه وما و ما سيحدث س يحدث في العلاقة التجارية المستقبلية وإطلاع و اطلاع كل طرف على أبعاد العلاقة التجارية " .	VERB NOUN ADJ ADP NOUN NOUN ADJ ADJ NOUN _ ADP PRON _ CCONJ DET _ AUX VERB ADP NOUN ADJ ADJ _ CCONJ NOUN NOUN NOUN ADP NOUN NOUN ADJ PUNCT PUNCT
وزاد و زاد : " إذا كنا نرى وجود عقبات لما ل ما واصلنا المحاولات " في شأن الدخول في مفاوضات للتجارة ل التجارة الحرة بين مصر والولايات و الولايات المتحدة ، مؤكداً أنه أن ه " يوجد تقدم " وأنه و أن ه توجد بين مصر والولايات و الولايات المتحدة " علاقات استراتيجية " ثمرة لسنوات ل سنوات طويلة من التفاهم والتنسيق و التنسيق وأن و أن العلاقات قوية وستظل و س تظل كذلك .	_ CCONJ VERB PUNCT PUNCT CCONJ X X NOUN NOUN _ PART AUX X NOUN PUNCT ADP NOUN NOUN ADP NOUN _ ADP NOUN ADJ ADP NOUN _ CCONJ NOUN ADJ PUNCT ADJ _ SCONJ PRON PUNCT VERB NOUN PUNCT _ CCONJ SCONJ PRON VERB ADP NOUN _ CCONJ NOUN ADJ PUNCT NOUN ADJ PUNCT NOUN _ ADP NOUN ADJ ADP NOUN _ CCONJ NOUN _ CCONJ SCONJ NOUN ADJ _ CCONJ AUX VERB ADV PUNCT
وقال و قال : " نريد إضافة أبعاد جديدة للعلاقة ل العلاقة من خلال توسيع العلاقات التجارية والمالية و المالية بين البلدين وضخ و ضخ المزيد من الاستثمارات .	_ CCONJ VERB PUNCT PUNCT VERB NOUN NOUN ADJ _ ADP NOUN ADP ADP NOUN NOUN ADJ _ CCONJ ADJ ADP NOUN _ CCONJ NOUN NOUN ADP NOUN PUNCT
نحن نعمل نحو هذا الهدف ، آمل أن نكون قد حققنا تقدماً في هذا الاتجاه " .	X X ADP DET NOUN PUNCT X SCONJ X AUX X NOUN ADP DET NOUN PUNCT PUNCT
وأشار و أشار المصدر إلى أن زيارة مبارك المقبلة لواشنطن ل واشنطن ستحدد س تحدد فعلاً أطر عملية للتعاون ل التعاون بعد الجهود المصرية الأخيرة ، علماً أن الحكومة قررت تشكيل لجان عدة لمناقشة ل مناقشة تسهيل تدفق حركة التجارة ، وستعقد و س تعقد اللجان أربعة اجتماعات الشهر المقبل لوضع ل وضع الإجراءات العملية اللازمة لتحقيق ل تحقيق الأهداف المشتركة .	_ CCONJ VERB NOUN ADP SCONJ NOUN NOUN ADJ _ ADP X _ AUX VERB NOUN NOUN NOUN _ ADP NOUN ADP NOUN ADJ ADJ PUNCT NOUN SCONJ NOUN VERB NOUN NOUN NOUN _ ADP NOUN NOUN NOUN NOUN NOUN PUNCT _ CCONJ AUX VERB NOUN NUM NOUN NOUN ADJ _ ADP NOUN NOUN ADJ ADJ _ ADP NOUN NOUN ADJ PUNCT
وشدد و شدد على بذل المزيد من الجهود من أجل إطلاع الجهات التشريعية وقطاع و قطاع رجال الأعمال الأمريكي على التقدم الذي تحقق في مصر ، لافتاً إلى أنه أن ه من المنتظر أن يقوم رجال الأعمال المسؤولون المصريون بالمزيد ب المزيد من الزيارات للولايات ل الولايات المتحدة في إطار التوعية بما ب ما تحققه تحقق ه مصر من خطوات .	_ CCONJ VERB ADP NOUN NOUN ADP NOUN ADP NOUN NOUN NOUN ADJ _ CCONJ NOUN NOUN NOUN ADJ ADP NOUN DET VERB ADP NOUN PUNCT ADJ ADP _ SCONJ PRON ADP ADJ SCONJ VERB NOUN NOUN ADJ ADJ _ ADP NOUN ADP NOUN _ ADP NOUN ADJ ADP NOUN NOUN _ ADP DET _ VERB PRON NOUN ADP NOUN PUNCT
إلى ذلك أكدت مصادر أمريكية في القاهرة رغبة إدارة الرئيس الأمريكي جورج بوش تنمية العلاقات التجارية وزيادة و زيادة التعاون الاقتصادي مع مصر خلال المرحلة المقبلة .	ADP DET VERB NOUN ADJ ADP NOUN NOUN NOUN NOUN ADJ X X NOUN NOUN ADJ _ CCONJ NOUN NOUN ADJ ADP NOUN ADP NOUN ADJ PUNCT
وأعربت و أعربت عن توقعاتها توقعات ها أن تشهد المرحلة المقبلة زيادة حجم الاستثمارات الأمريكية في البلاد وكذلك و كذٰلك حجم التجارة المتبادلة والتي و التي من شأنها شأن ها أن تلعب دوراً أساسياً في تنمية العلاقات الاستراتيجية بين البلدين .	_ CCONJ VERB ADP _ NOUN PRON SCONJ VERB NOUN ADJ NOUN NOUN NOUN ADJ ADP NOUN _ CCONJ ADV NOUN NOUN ADJ _ CCONJ DET ADP _ NOUN PRON SCONJ VERB NOUN ADJ ADP NOUN NOUN ADJ ADP NOUN PUNCT
وأشارت و أشارت المصادر إلى أن هناك اتفاقاً على توسيع علاقات التعاون الاقتصادي والتجاري و التجاري بين البلدين في إطار اتفاق الاستثمار والتجارة و التجارة المشتركة بينهما بين هما .	_ CCONJ VERB NOUN ADP SCONJ ADV NOUN ADP NOUN NOUN NOUN ADJ _ CCONJ ADJ ADP NOUN ADP NOUN NOUN NOUN _ CCONJ NOUN ADJ _ ADP PRON PUNCT
بحث إقامة منطقة حرة بين مصر ودول و دول جنوب أفريقيا	NOUN NOUN NOUN ADJ ADP NOUN _ CCONJ NOUN NOUN X
يبدأ د . يوسف بطرس غالي وزير التجارة الخارجية زيارة لجنوب ل جنوب أفريقيا على رأس وفد يضم رجال أعمال مصريين لبحث ل بحث مجالات دعم علاقات التعاون الاقتصادي والتجاري و التجاري والاستثماري و الاستثماري بين البلدين يبحث الوفد عقد اتفاق لإقامة ل إقامة منطقة تجارة حرة مع دول الاتحاد الجمركي لجنوب ل جنوب أفريقيا ( ساكو ) والذي و الذي تتزعمه تتزعم ه جنوب أفريقيا .	VERB X PUNCT X X X NOUN NOUN ADJ NOUN _ ADP NOUN X ADP NOUN NOUN VERB NOUN NOUN ADJ _ ADP NOUN NOUN NOUN NOUN NOUN ADJ _ CCONJ ADJ _ CCONJ ADJ ADP NOUN VERB NOUN NOUN NOUN _ ADP NOUN NOUN NOUN ADJ ADP NOUN NOUN ADJ _ ADP NOUN X PUNCT X PUNCT _ CCONJ DET _ VERB PRON NOUN X PUNCT
كما يبحث د .	CCONJ VERB X PUNCT
غالي في العاصمة ـ بريتوريا ـ القضايا الخاصة بمنظمة ب منظمة التجارة العالمية في الإطار متعدد الأطراف وإحياء و إحياء مفاوضات جولة الدوحة التي دخلت إلى طريق مسدود بهدف ب هدف الحفاظ على حقوق الدول النامية وإتاحة و إتاحة فرص نفاذ سلعها سلع ها للأسواق ل الأسواق الدولية بما ب ما يضمن تحقيق التنمية الشاملة لهذه ل هٰذه الدول .	X ADP NOUN PUNCT X PUNCT NOUN ADJ _ ADP NOUN NOUN ADJ ADP NOUN ADJ NOUN _ CCONJ NOUN NOUN NOUN NOUN DET VERB ADP NOUN ADJ _ ADP NOUN NOUN ADP NOUN NOUN ADJ _ CCONJ NOUN NOUN NOUN _ NOUN PRON _ ADP NOUN ADJ _ ADP DET VERB NOUN NOUN ADJ _ ADP DET NOUN PUNCT
ويجري و يجري وفد رجال الأعمال برئاسة ب رئاسة خالد أبو إسماعيل رئيس اتحاد الغرف التجارية مباحثات مع نظرائهم نظراء هم في جنوب أفريقيا لدفع ل دفع حركة التجارة والاستثمار و الاستثمار بين الجانبين .	_ CCONJ VERB NOUN NOUN NOUN _ ADP NOUN X X X NOUN NOUN NOUN ADJ NOUN ADP _ NOUN PRON ADP NOUN X _ ADP NOUN NOUN NOUN _ CCONJ NOUN ADP NOUN PUNCT
وقال و قال د . غالي إن الزيارة تستهدف تطوير العلاقات الثنائية بين مصر وجنوب و جنوب أفريقيا خاصة على الصعيد الاقتصادي وسيتم و س يتم خلالها خلال ها توقيع مذكرة تفاهم بين البلدين بشأن ب شأن تبادل الوفود في مجال المعارض والجمارك و الجمارك لتشجيع ل تشجيع المشاركة في المعارض المقامة في مصر وجنوب و جنوب أفريقيا سواء العامة أو المتخصصة من أجل تفعيل التجارة بينهما بين هما .	_ CCONJ VERB X PUNCT X SCONJ NOUN VERB NOUN NOUN ADJ ADP NOUN _ CCONJ NOUN X ADJ ADP NOUN ADJ _ CCONJ AUX VERB _ ADP PRON NOUN NOUN NOUN ADP NOUN _ ADP NOUN NOUN NOUN ADP NOUN NOUN _ CCONJ NOUN _ ADP NOUN NOUN ADP NOUN ADJ ADP NOUN _ CCONJ NOUN X NOUN ADJ CCONJ ADJ ADP NOUN NOUN NOUN _ ADP PRON PUNCT
مبارك بحث مع وزيرة خارجية اليابان إعمار العراق	NOUN VERB ADP NOUN NOUN NOUN NOUN NOUN
أجرى يوم 27 / 10 الحالي الرئيس المصري حسني مبارك مباحثات مع وزيرة خارجية اليابان يوريكو كاواجوتشي بحضور ب حضور نظيرها نظير ها المصري أحمد ماهر ووزيرة و وزيرة الدولة للشؤون ل الشؤون الخارجية فايزة أبو النجا وسفير و سفير اليابان بالقاهرة ب القاهرة كازوبوتشي أورابي ، وقال و قال ماهر في تصريحات للصحافيين ل الصحافيين : " تناولت المباحثات والتعاون و التعاون بين البلدين ، والمجالات و المجالات المتاحة له ل ه ، سواء التعاون الثنائي المباشر أو التعاون الثلاثي عبر طرف آخر مثل أفريقيا أو العراق " .	VERB NOUN NUM PUNCT NUM ADJ NOUN ADJ X X NOUN ADP NOUN NOUN NOUN X X _ ADP NOUN _ NOUN PRON ADJ X X _ CCONJ NOUN NOUN _ ADP NOUN ADJ X X X _ CCONJ NOUN NOUN _ ADP NOUN X X PUNCT _ CCONJ VERB X ADP NOUN _ ADP NOUN PUNCT PUNCT VERB NOUN _ CCONJ NOUN ADP NOUN PUNCT _ CCONJ NOUN ADJ _ ADP PRON PUNCT NOUN NOUN ADJ ADJ CCONJ NOUN ADJ ADP NOUN ADJ ADP X CCONJ NOUN PUNCT PUNCT
وأضاف و أضاف : " تناولت المباحثات أيضا الوضع الحالي في فلسطين والعراق و العراق ، حيث أوضح الرئيس مبارك أبعاد الموقف المصري ، وأكدت و أكدت الوزيرة اليابانية أن بلادها بلاد ها مهتمة بما ب ما يجري في المنطقة وترغب و ترغب في العمل على استقرار الأمور فيها في ها حتى ينال كل ذي حق حقه حق ه " .	_ CCONJ VERB PUNCT PUNCT VERB NOUN ADV NOUN ADJ ADP NOUN _ CCONJ NOUN PUNCT CCONJ VERB NOUN NOUN NOUN NOUN ADJ PUNCT _ CCONJ VERB NOUN ADJ SCONJ _ NOUN PRON ADJ _ ADP DET VERB ADP NOUN _ CCONJ VERB ADP NOUN ADP NOUN NOUN _ ADP PRON CCONJ VERB NOUN DET NOUN _ NOUN PRON PUNCT PUNCT
ومن و من جانبها جانب ها حرصت كاواجوتشي على أن تشير إلى أن العلاقات الثنائية بين مصر واليابان و اليابان " دخلت في منعطف جديد عقب اللقاء الذي جمع الرئيس مبارك برئيس ب رئيس وزراء اليابان جونيشيور كويزومي بالقاهرة ب القاهرة في يونيو الماضي " .	_ CCONJ ADP _ NOUN PRON VERB X ADP SCONJ VERB ADP SCONJ NOUN ADJ ADP NOUN _ CCONJ NOUN PUNCT VERB ADP NOUN ADJ VERB NOUN DET VERB NOUN X _ ADP NOUN NOUN NOUN X X _ ADP NOUN ADP NOUN ADJ PUNCT PUNCT
وأضافت و أضافت أن التعاون الثنائي بين البلدين يتضمن اتجاهات متعددة ، مثل مشروع توليد الطاقة النظيفة عن طريق الرياح ومحطات و محطات توليد الكهرباء بالإسكندرية ب الإسكندرية ، وزيادة و زيادة كفاءة محطة مياه الشرب بالجيزة ب الجيزة .	_ CCONJ VERB SCONJ NOUN ADJ ADP NOUN VERB NOUN ADJ PUNCT ADP NOUN NOUN NOUN ADJ ADP NOUN NOUN _ CCONJ NOUN NOUN NOUN _ ADP NOUN PUNCT _ CCONJ NOUN NOUN NOUN NOUN NOUN _ ADP NOUN PUNCT
وأكدت و أكدت أن هناك " تعاوناً وثيقا بين مصر واليابان و اليابان بخصوص ب خصوص العراق ، في مجال الرعاية الصحية ، مثل إقامة مستشفى القاهرة في العراق قريباً " .	_ CCONJ VERB SCONJ ADV PUNCT NOUN ADJ ADP NOUN _ CCONJ NOUN _ ADP NOUN NOUN PUNCT ADP NOUN NOUN ADJ PUNCT ADP NOUN NOUN NOUN ADP NOUN ADJ PUNCT PUNCT
وأكدت و أكدت أن العلاقات بين البلدين " أقوى وأعمق و أعمق من قبل ، وتزداد و تزداد نمواً وقوة و قوة وعمقاً و عمقا " .	_ CCONJ VERB SCONJ NOUN ADP NOUN PUNCT ADJ _ CCONJ ADJ ADP ADP PUNCT _ CCONJ VERB NOUN _ CCONJ NOUN _ CCONJ NOUN PUNCT PUNCT
نقابة الصحفيين ترفض معونة أمريكية مشروطة لتدريب ل تدريب أعضائها أعضائها	NOUN NOUN VERB NOUN ADJ ADJ _ ADP NOUN NOUN PRON
أعلن مجلس نقابة الصحفيين في اجتماعه اجتماع ه يوم 25 / 10 الحالي رفضه رفض ه قبول منحة هيئة المعونة الأمريكية وتبلغ و تبلغ مليوناً و " 350 " ألف دولار ، أكد المجلس أن رفضه رفض ه ينطلق من مبدئها مبدإ ها رفض المنح المشروطة أو التي تتم في غيبة النقابة ، كانت الهيئة قد اشترطت استخدام المبلغ في تدريب 50 صحفياً في إحدى الجامعات الأمريكية الصغيرة لمدة ل مدة ثمانية أسابيع .	VERB NOUN NOUN NOUN ADP _ NOUN PRON NOUN NUM PUNCT NUM ADJ _ NOUN PRON NOUN NOUN NOUN NOUN ADJ _ CCONJ VERB NUM CCONJ PUNCT NUM PUNCT NUM NOUN PUNCT VERB NOUN SCONJ _ NOUN PRON VERB ADP _ NOUN PRON NOUN NOUN ADJ CCONJ DET VERB ADP NOUN NOUN PUNCT VERB NOUN AUX VERB NOUN NOUN ADP NOUN NUM ADJ ADP NOUN NOUN ADJ ADJ _ ADP NOUN NUM NOUN PUNCT
أكد المجلس أن هذا التدريب لا يلبي البرامج التدريبية التي وضعتها وضعت ها النقابة .	VERB NOUN SCONJ DET NOUN PART VERB NOUN ADJ DET _ VERB PRON NOUN PUNCT
وحذر و حذر المجلس الزملاء والمؤسسات و المؤسسات من التعامل مع هذه المنحة ، وطالبهم و طالب هم بالدقة ب الدقة والحيطة و الحيطة مع شروط الطرف الأمريكي .	_ CCONJ VERB NOUN NOUN _ CCONJ NOUN ADP NOUN ADP DET NOUN PUNCT _ CCONJ VERB PRON _ ADP NOUN _ CCONJ NOUN ADP NOUN NOUN ADJ PUNCT
الحزب الحاكم والوفد و الوفد المعارض يستبعدان الأحزاب المحظورة من الحوار	NOUN ADJ _ CCONJ NOUN ADJ VERB NOUN ADJ ADP NOUN
دخلت النقابات في مصر على خط الحوار السياسي الذي يجريه يجري ه الحزب الوطني الحاكم مع أحزاب المعارضة ، إذ وجهت نقابة الصحافيين دعوة إلى رؤساء النقابات الأخرى إلى اجتماع يعقد منتصف الأسبوع المقبل للتشاور ل التشاور في شأن كيفية المشاركة في الحوار .	VERB NOUN ADP NOUN ADP NOUN NOUN ADJ DET _ VERB PRON NOUN ADJ ADJ ADP NOUN NOUN PUNCT CCONJ VERB NOUN NOUN NOUN ADP NOUN NOUN ADJ ADP NOUN VERB NOUN NOUN ADJ _ ADP NOUN ADP NOUN NOUN NOUN ADP NOUN PUNCT
وكان و كان الأمين العام للحزب ل الحزب الوطني وزير الإعلام صفوت الشريف التقى عصر يوم 27 / 10 الحالي ورئيس و رئيس حزب الوفد الدكتور نعمان جمعة .	_ CCONJ VERB NOUN ADJ _ ADP NOUN ADJ NOUN NOUN X X VERB NOUN NOUN NUM PUNCT NUM ADJ _ CCONJ NOUN NOUN NOUN NOUN X X PUNCT
وجاء و جاء في بيان صدر عن الاجتماع أن الجانبين " أكدا حرصهما حرص هما على نجاح الحوار الوطني والوصول و الوصول به ب ه إلى النتائج التي تحقق مصلحة الوطن " ، وأنه و أن ه " تم الاتفاق على عقد اجتماع عام يضم جميع الأحزاب الشرعية لتحديد ل تحديد مضمون وخطوات و خطوات وآليات و آليات الإصلاح السياسي " مما يؤكد استبعاد " الإخوان المسلمين " من الحوار كونها كون ها جماعة محظورة وغير و غير مشروعة .	_ CCONJ VERB ADP NOUN VERB ADP NOUN SCONJ NOUN PUNCT VERB _ NOUN PRON ADP NOUN NOUN ADJ _ CCONJ NOUN _ ADP PRON ADP NOUN DET VERB NOUN NOUN PUNCT PUNCT _ CCONJ SCONJ PRON PUNCT VERB NOUN ADP NOUN NOUN ADJ VERB NOUN NOUN ADJ _ ADP NOUN NOUN _ CCONJ NOUN _ CCONJ NOUN NOUN ADJ PUNCT CCONJ VERB NOUN PUNCT NOUN ADJ PUNCT ADP NOUN _ NOUN PRON NOUN ADJ _ CCONJ NOUN ADJ PUNCT
وقال و قال مصدر قيادي في الوفد إن الاجتماع كان إيجابياً مشدداً على أنه أن ه " لدينا لدي نا انطباع بجدية ب جدية الحزب الوطني واستعداده و استعداد ه لمناقشة ل مناقشة ملفات الإصلاح السياسي والاقتصادي و الاقتصادي والاجتماعي و الاجتماعي والوصول و الوصول إلى نتائج محددة " .	_ CCONJ VERB NOUN ADJ ADP NOUN SCONJ NOUN AUX ADJ ADJ ADP _ SCONJ PRON PUNCT _ ADP PRON NOUN _ ADP NOUN NOUN ADJ _ CCONJ NOUN PRON _ ADP NOUN NOUN NOUN ADJ _ CCONJ ADJ _ CCONJ ADJ _ CCONJ NOUN ADP NOUN ADJ PUNCT PUNCT
وكان و كان قادة الحزب الحاكم التقوا ممثلي حزب التجمع اليساري في نهاية الأسبوع الماضي ، على أن يلتقوا رئيس الحزب الناصري ضياء الدين داود خلال أيام .	_ CCONJ VERB NOUN NOUN ADJ VERB NOUN NOUN NOUN ADJ ADP NOUN NOUN ADJ PUNCT ADP SCONJ X NOUN NOUN ADJ X X X ADP NOUN PUNCT
وعلم و علم أن الشريف سيلتقي س يلتقي ، عقب الاجتماعات التمهيدية ، رؤساء الأحزاب الأخرى في لقاء عام لعرض ل عرض نتائج الحوار تمهيداً لاجتماع ل اجتماع مع رؤساء أحزاب المعارضة الرئيسية للاتفاق ل الاتفاق على التصور النهائي للحوار ل الحوار المنتظر إطلاقه إطلاق ه عقب عيد الفطر مباشرة .	_ CCONJ VERB SCONJ X _ AUX VERB PUNCT ADP NOUN ADJ PUNCT NOUN NOUN ADJ ADP NOUN ADJ _ ADP NOUN NOUN NOUN NOUN _ ADP NOUN ADP NOUN NOUN NOUN ADJ _ ADP NOUN ADP NOUN ADJ _ ADP NOUN ADJ _ NOUN PRON ADP NOUN NOUN NOUN PUNCT
ومن و من المقرر أن يتناول الحوار قوانين الأحزاب والانتخابات و الانتخابات والحقوق و الحقوق السياسية ، والسياسات و السياسات الاقتصادية وسبل و سبل تطويرها تطوير ها ودور و دور الدولة في حماية محدودي الدخل والفقراء و الفقراء .	_ CCONJ ADP ADJ SCONJ VERB NOUN NOUN NOUN _ CCONJ NOUN _ CCONJ NOUN ADJ PUNCT _ CCONJ NOUN ADJ _ CCONJ NOUN _ NOUN PRON _ CCONJ NOUN NOUN ADP NOUN ADJ NOUN _ CCONJ ADJ PUNCT
المنظمة المصرية لحقوق ل حقوق الإنسان تتهم الحزب الحاكم بأنه ب أن ه يجري " حواراً تجميليا " مع المعارضة	NOUN ADJ _ ADP NOUN NOUN VERB NOUN ADJ _ ADP SCONJ PRON VERB PUNCT NOUN ADJ PUNCT ADP NOUN
في الوقت الذي يستعد فيه في ه الحزب الوطني الحاكم في مصر لإجراء ل إجراء الجولة الثالثة مما من ما يسميه يسمي ه " الحوار الوطني " مع الحزب العربي الناصري المعارض ، بعد جولتين هادئتين أجراهما أجرى هما مع حزبي التجمع اليساري والوفد و الوفد الليبرالي ، شنت منظمات حقوق الإنسان في مصر هجوماً عنيفاَ ضد الحوار ، واعتبرته و اعتبرت ه " مجرد إجراءات تجميلية ومشاورات و مشاورات غير ملزمة لإشعار ل إشعار المجتمع الدولي بأن ب أن حوارات وطنية تجري في مصر بحرية ب حرية وديموقراطية و ديموقراطية " .	ADP NOUN DET VERB _ ADP PRON NOUN ADJ ADJ ADP NOUN _ ADP NOUN NOUN ADJ _ ADP DET _ VERB PRON PUNCT NOUN ADJ PUNCT ADP NOUN ADJ ADJ ADJ PUNCT ADP NOUN ADJ _ VERB PRON ADP NOUN NOUN ADJ _ CCONJ NOUN ADJ PUNCT VERB NOUN NOUN NOUN ADP NOUN NOUN X ADP NOUN PUNCT _ CCONJ VERB PRON PUNCT NOUN NOUN ADJ _ CCONJ NOUN NOUN ADJ _ ADP NOUN ADJ ADJ _ ADP SCONJ NOUN ADJ VERB ADP NOUN _ ADP NOUN _ CCONJ NOUN PUNCT PUNCT
إشهار أول جمعية حقوقية مصرية يتبناها يتبنى ها الحزب الحاكم	NOUN ADJ NOUN ADJ ADJ _ VERB PRON NOUN ADJ
وافقت وزارة الشؤون الاجتماعية المصرية يوم 28 / 10 الحالي على إشهار أول جمعية مصرية للمساواة ل المساواة وعدم و عدم التمييز ، وتحمل و تحمل اسم " الجمعية المصرية للمساواة ل المساواة وعدم و عدم التمييز " قال مؤسسوها مؤسسو ها إنها إن ها تهدف إلى " نشر ثقافة حقوق الإنسان والترويج و الترويج لها ل ها والدفاع و الدفاع عنها عن ها " .	VERB NOUN NOUN ADJ ADJ NOUN NUM PUNCT NUM ADJ ADP NOUN ADJ NOUN ADJ _ ADP NOUN _ CCONJ NOUN NOUN PUNCT _ CCONJ VERB NOUN PUNCT NOUN ADJ _ ADP NOUN _ CCONJ NOUN NOUN PUNCT VERB _ ADJ PRON _ SCONJ PRON VERB ADP PUNCT NOUN NOUN NOUN NOUN _ CCONJ NOUN _ ADP PRON _ CCONJ NOUN _ ADP PRON PUNCT PUNCT
وشارك و شارك في تأسيس الجمعية 6 من قيادات الحزب الوطني الحاكم من إجمالي 10 من المؤسسين في توجه يحدث لأول ل أول مرة ، حيث كان مجال الدفاع عن حقوق الإنسان حكراً على المستقلين والقوى و القوى المعارضة .	_ CCONJ VERB ADP NOUN NOUN NUM ADP NOUN NOUN ADJ ADJ ADP NOUN NUM ADP ADJ ADP NOUN VERB _ ADP ADJ NOUN PUNCT CCONJ AUX NOUN NOUN ADP NOUN NOUN NOUN ADP ADJ _ CCONJ NOUN ADJ PUNCT
مثقفون يسعون لتأسيس ل تأسيس حزب يدعو لفصل ل فصل مصر عن العروبة والعودة و العودة للفرعونية للفرعونية	NOUN VERB _ ADP NOUN NOUN VERB _ ADP NOUN NOUN ADP NOUN _ CCONJ NOUN ADP ADJ
تسعى مجموعة من المثقفين المصريين لتشكيل ل تشكيل حزب باسم ب اسم " مصر الأم " يدعو لفصل ل فصل مصر عن الأمة العربية والعودة و العودة بها ب ها إلى أصولها أصول ها الفرعونية ، منهم من هم بيومي قنديل ، وطلعت رضوان ، والدكتور و الدكتور حسين زهدي ، والدكتور و الدكتور وسيم السيسي ، وعبد و عبد الرحمن الألفي ، ومحمد و محمد عبد الدايم يتقدمهم يتقدم هم وكيل المؤسسين للحزب ل الحزب محسن لطفي ، 75 عاما ، ابن شقيق أحمد لطفي السيد الكاتب والمفكر و المفكر المصري المعروف .	VERB NOUN ADP NOUN ADJ _ ADP NOUN NOUN _ ADP NOUN PUNCT NOUN NOUN PUNCT VERB _ ADP NOUN NOUN ADP NOUN ADJ _ CCONJ NOUN _ ADP PRON ADP _ NOUN PRON ADJ PUNCT _ ADP PRON X X PUNCT X X PUNCT _ CCONJ NOUN X X PUNCT _ CCONJ NOUN X X PUNCT _ CCONJ NOUN X X PUNCT _ CCONJ NOUN X X _ VERB PRON NOUN ADJ _ ADP NOUN X X PUNCT NUM NOUN PUNCT NOUN X X X X NOUN _ CCONJ NOUN ADJ ADJ PUNCT
وقد و قد أوضح محسن لطفي المحامي ومدرس و مدرس اللغة الهيروغليفية المصرية القديمة لـ " الشرق الأوسط " أنه أن ه أخطر وزارة الداخلية بطلب ب طلب تأسيس الحزب وسوف و سوف يتقدم إلى لجنة شؤون الأحزاب بأوراق ب أوراق تأسيسه تأسيس ه خلال الأسبوعين القادمين ، مشيرا إلى أن عدد المؤسسين بلغ حتى الآن 60 وهو و هو النصاب القانوني لتأسيس ل تأسيس الحزب .	_ CCONJ AUX VERB X X X _ CCONJ NOUN NOUN ADJ ADJ ADJ ADP PUNCT NOUN ADJ PUNCT _ SCONJ PRON VERB NOUN ADJ _ ADP NOUN NOUN NOUN _ CCONJ AUX VERB ADP NOUN NOUN NOUN _ ADP NOUN _ NOUN PRON ADP NOUN ADJ PUNCT ADJ ADP SCONJ NOUN ADJ VERB ADP NOUN NUM _ CCONJ PRON NOUN ADJ _ ADP NOUN NOUN PUNCT
